2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Boston - Maurice J Tobin,00350229,      21,  20.2,        419,  55.1,  44.9,  22.7,  11.7,78.3
Boston - Michael J Perkins,00350231,      11,  19.5,        214,  54.2,  45.8,  10.3,  12.1,80.8
Boston - Mildred Avenue K-8,00350378,      35,  15.6,        514,  48.8,  51.2,  28.6,  22.8,66.9
Boston - Mission Hill School,00350382,      24,   8.7,        198,  41.4,  58.6,  16.2,  36.9,46.5
Boston - Mozart,00350237,      11,  15.1,        152,  39.5,  60.5,  15.1,  22.4,33.6
Boston - Nathan Hale,00350243,      10,  22.9,        138,  52.9,  47.1,   9.4,  18.1,60.1
Boston - New Mission High School,00350542,      29,  17.7,        382,  48.4,  51.6,   4.5,  13.6,50.3
Boston - O W Holmes,00350138,      19,  16.3,        310,  47.4,  52.6,  15.2,  33.5,76.8
Boston - O'Bryant School Math/Science,00350575,      59,  27.6,"      1,517",  56.3,  43.7,   1.2,   3.7,43.8
Boston - Oliver Hazard Perry,00350255,      17,  12.5,        201,  43.3,  56.7,  17.4,  28.4,48.8
Boston - Orchard Gardens,00350257,      43,  20.1,        866,  48.8,  51.2,  50.6,  15.8,63.2
Boston - Patrick J Kennedy,00350264,      14,  20.0,        280,  45.7,  54.3,  66.1,  16.8,59.6
Boston - Paul A Dever,00350268,      23,  16.3,        368,  49.7,  50.3,  46.5,  15.8,79.3
Boston - Pauline Agassiz Shaw Elementary School,00350014,       9,  22.1,        198,  51.0,  49.0,  12.6,  12.1,72.2
Boston - Phineas Bates,00350278,      12,  19.9,        239,  49.8,  50.2,  29.3,  26.4,46.9
Boston - Quincy Upper School,00350565,      30,  21.0,        504,  47.6,  52.4,  11.7,  17.7,61.3
Boston - Rafael Hernandez,00350691,      16,  21.1,        338,  53.3,  46.7,  57.1,   7.4,60.1
Boston - Richard J Murphy,00350240,      41,  21.8,        883,  46.5,  53.5,  21.1,  11.3,44.8
Boston - Roger Clap,00350298,       8,  17.4,        139,  54.7,  45.3,  31.7,  24.5,63.3
Boston - Samuel Adams,00350302,      18,  13.4,        241,  50.2,  49.8,  61.4,  22.0,51.9
Boston - Samuel W Mason,00350304,      12,  18.1,        217,  42.9,  57.1,  26.3,  33.6,59
Boston - Sarah Greenwood,00350308,      26,  15.8,        404,  49.0,  51.0,  48.3,  25.7,72.3
Boston - Snowden International School at Copley,00350690,      24,  18.0,        425,  52.9,  47.1,  11.8,  21.6,54.8
Boston - TechBoston Academy,00350657,      66,  17.5,        894,  45.6,  54.4,  25.5,  20.6,65.1
Boston - The English High,00350535,      33,  16.2,        510,  42.9,  57.1,  38.0,  18.2,66.7
Boston - Thomas J Kenny,00350328,      16,  18.2,        291,  47.1,  52.9,  30.9,  22.7,64.6
Boston - UP Academy Holland,00350167,      37,  26.2,        847,  50.1,  49.9,  31.1,  15.8,72.5
Boston - Urban Science Academy,00350579,      24,  18.3,        342,  40.9,  58.8,  14.3,  26.0,53.5
Boston - Warren-Prescott,00350346,      34,  17.1,        531,  47.3,  52.7,  11.9,  18.1,46.1
Boston - Washington Irving Middle,00350445,      20,  17.7,        352,  52.0,  48.0,  25.6,  27.8,64.5
Boston - West Roxbury Academy,00350658,      32,  15.5,        462,  46.3,  53.7,  31.2,  21.0,56.7
Boston - William E Russell,00350366,      16,  22.0,        352,  51.7,  48.3,  56.8,   9.1,63.4
Boston - William Ellery Channing,00350360,      10,  19.4,        189,  51.9,  48.1,  22.8,   6.9,63
Boston - William H Ohrenberger,00350258,      35,  19.1,        668,  46.3,  53.7,  24.7,  20.1,48.5
Boston - William McKinley,00350363,      72,   6.6,        361,  25.5,  74.5,  21.3,  93.6,77.6
Boston - William Monroe Trotter,00350370,      22,  20.6,        452,  48.9,  51.1,  13.1,  14.6,79.4
Boston - Winship Elementary,00350374,      11,  15.4,        169,  47.9,  52.1,  32.0,  18.9,44.4
Boston - Young Achievers,00350380,      27,  19.5,        526,  44.7,  55.3,  29.5,  23.4,66.5
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,      42,  21.9,        702,  51.7,  48.3,   3.8,  17.2,28.5
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,      81,  14.3,        443,  53.3,  46.7,   6.8,  25.5,58.2
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,      32,  15.0,        441,  49.4,  50.6,  15.4,  28.8,61.9
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,      15,  32.1,        478,  48.7,  51.3,  16.1,  22.8,37
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,      38,  17.8,        675,  52.7,  47.3,   9.6,  16.3,47.7
Bourne - Bourne High School,00360505,      37,  14.7,        469,  52.5,  47.5,   0.0,  12.4,22.8
Bourne - Bourne Middle School,00360325,      36,  19.0,        685,  50.2,  49.8,   1.2,  15.8,25.3
Bourne - Bournedale Elementary School,00360005,      21,  17.5,        367,  49.0,  51.0,   1.1,  14.2,26.7
Bourne - Peebles Elementary School,00360010,      18,  19.1,        343,  52.5,  47.5,   1.2,  14.3,28
Boxford - Harry Lee Cole,00380005,       9,   3.4,         31,  41.9,  58.1,   0.0, 100.0,6.5
Boxford - Spofford Pond,00380013,      27,  14.1,        310,  52.6,  47.4,   0.3,  21.3,3.9
Boylston - Boylston Elementary,00390005,      16,  18.9,        303,  52.1,  47.9,   1.7,  15.5,8.3
Braintree - Archie T Morrison,00400033,      22,  19.0,        419,  50.1,  49.9,   9.5,  15.3,29.8
Braintree - Braintree High,00400505,      90,  18.7,"      1,654",  50.2,  49.8,   2.6,  19.3,15.2
Braintree - Donald Ross,00400050,      15,  18.4,        276,  48.6,  51.4,  15.6,  12.7,29.3
Braintree - East Middle School,00400305,      67,  15.8,        716,  49.0,  50.8,   2.9,  19.8,21.1
Braintree - Highlands,00400015,      21,  20.4,        428,  51.6,  48.4,   5.6,  18.9,11.9
Braintree - Hollis,00400005,      29,  15.4,        446,  49.8,  50.2,   8.1,  26.2,17
Braintree - Liberty,00400025,      21,  22.0,        462,  50.6,  49.4,   7.1,  16.7,12.3
Braintree - Mary E Flaherty School,00400020,      19,  18.6,        353,  53.0,  47.0,   8.2,  16.1,17.3
Braintree - Monatiquot Kindergarten Center,00400009,      14,  17.7,        248,  40.7,  59.3,  10.1,   8.9,22.2
Braintree - South Middle School,00400310,      58,  16.4,        658,  52.0,  48.0,   1.1,  21.4,13.7
Brewster - Eddy Elementary,00410010,      13,  19.1,        242,  51.2,  48.8,   4.1,  23.1,20.2
Brewster - Stony Brook Elementary,00410005,      11,  18.5,        204,  50.0,  50.0,   1.5,  13.2,25
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,       4,  11.8,         42,  47.6,  52.4,   2.4,  31.0,50
Bridgewater-Raynham - Bridgewater Middle School,06250320,      45,  22.4,        507,  44.2,  55.8,   1.4,  13.8,12.4
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,      89,  17.3,"      1,420",  52.5,  47.5,   1.4,   9.4,11.6
Bridgewater-Raynham - Laliberte Elementary School,06250050,      22,  23.1,        508,  49.8,  50.2,   2.0,  11.8,19.7
Bridgewater-Raynham - Merrill Elementary School,06250020,      14,  22.9,        320,  48.8,  51.3,   3.4,  17.8,20
Bridgewater-Raynham - Mitchell Elementary School,06250002,      46,  20.0,        918,  48.5,  51.5,   2.7,  17.8,15.7
Bridgewater-Raynham - Raynham Middle School,06250315,      64,  22.0,        680,  46.3,  53.7,   0.9,  14.3,15.9
Bridgewater-Raynham - Therapeutic Day School,06250415,       5,   3.2,         16,  43.8,  56.3,   0.0, 100.0,37.5
Bridgewater-Raynham - Williams Intermediate School,06250300,      37,  21.8,        805,  48.0,  52.0,   1.2,  16.5,17.6
Brimfield - Brimfield Elementary,00430005,       6,  20.5,        121,  51.2,  48.8,   0.0,  18.2,21.5
Bristol County Agricultural - Bristol County Agricultural High,09100705,      30,  18.7,        455,  70.5,  29.0,   0.0,  11.6,20
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,     180,  17.3,"      1,263",  43.0,  56.8,   0.2,  12.6,23.4
Brockton - Ashfield Middle School,00440421,      23,  21.8,        502,  47.2,  52.8,  23.1,  13.9,45.8
Brockton - Barrett Russell Early Childhood Center,00440008,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Brockton - Brockton Champion High School,00440515,      15,   8.5,        105,  39.0,  61.0,  10.5,  41.0,70.5
Brockton - Brockton High,00440505,     204,  21.0,"      3,870",  48.9,  51.1,  18.8,   8.1,43.2
Brockton - Brookfield,00440010,      33,  19.9,        657,  46.3,  53.7,  37.0,  14.6,49.5
Brockton - Downey,00440110,      42,  15.6,        656,  43.8,  56.3,  11.0,  31.9,61.9
Brockton - Dr W Arnone Community School,00440001,      35,  20.5,        716,  43.7,  56.3,  13.0,  21.2,63.1
Brockton - East Middle School,00440405,      27,  18.7,        506,  47.4,  52.6,  43.5,  17.8,58.1
Brockton - Edgar B Davis,00440023,      44,  23.3,"      1,027",  50.9,  49.1,  22.3,   8.0,53.9
Brockton - Edison Academy,00440520,      63,   9.9,        255,  46.3,  53.7,  72.2,   8.2,56.1
Brockton - Frederick Douglass Academy,00440080,      13,   7.9,         78,  32.1,  67.9,  15.4,  28.2,70.5
Brockton - Gilmore Elementary School,00440055,      23,  23.7,        544,  49.3,  50.7,  36.2,   7.7,64.3
Brockton - Hancock,00440045,      25,  26.4,        660,  52.1,  47.9,   8.5,   9.1,43.2
Brockton - Huntington Therapeutic Day School,00440400,      20,   6.5,         69,  29.0,  71.0,  11.6,  98.6,71
Brockton - John F Kennedy,00440017,      28,  22.0,        617,  50.6,  49.4,  25.1,  13.0,44.2
Brockton - Joseph F. Plouffe Academy,00440422,      33,  21.4,        682,  54.3,  45.7,  13.0,  12.6,44.4
Brockton - Louis F Angelo Elementary,00440065,      43,  21.3,        916,  48.1,  51.9,  24.8,  19.4,55.5
Brockton - Manthala George Jr. School,00440003,      45,  21.2,        953,  48.8,  51.2,  37.1,  19.2,58.7
Brockton - Mary E. Baker School,00440002,      41,  19.9,        815,  47.7,  52.3,  22.2,  15.1,48.6
Brockton - North Middle School,00440410,      46,  20.8,        641,  44.1,  55.9,  40.2,  14.2,58.2
Brockton - Oscar F Raymond,00440078,      38,  24.4,        929,  49.1,  50.9,  36.7,  10.0,63.1
Brockton - South Middle School,00440415,      24,  19.1,        458,  48.3,  51.7,  12.9,  12.9,48.3
Brockton - West Middle School,00440420,      30,  21.6,        649,  48.8,  51.2,  10.9,  17.1,47.6
Brooke Charter School (District) - Brooke Charter School,04280305,     100,  17.4,"      1,736",  51.7,  48.3,   7.5,  10.8,44.6
Brookfield - Brookfield Elementary,00450005,       6,  20.0,        120,  53.3,  46.7,   0.0,  17.5,22.5
Brookline - Brookline Early Education Program at Beacon,00460001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Brookline - Brookline Early Education Program at Putterham,00460002,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Brookline - Brookline High,00460505,     136,  15.5,"      2,004",  49.9,  49.9,   3.6,  14.9,10.6
Brookline - Edith C Baker,00460005,      40,  18.4,        737,  48.8,  51.2,  12.2,  16.1,7.6
Brookline - Edward Devotion,00460015,      43,  18.7,        804,  47.5,  52.5,  14.7,  17.7,11.4
Brookline - Heath,00460025,      27,  19.6,        530,  50.4,  49.6,   4.7,  10.4,5.5
Brookline - John D Runkle,00460045,      27,  22.4,        605,  46.6,  53.4,   8.9,  20.3,6.9
Brookline - Lawrence,00460030,      38,  18.6,        706,  47.9,  52.1,  19.5,  14.3,9.6
Brookline - Michael Driscoll,00460020,      31,  19.4,        600,  46.5,  53.5,   9.3,  13.8,5.3
Brookline - Pierce,00460040,      42,  20.0,        840,  51.7,  48.3,  16.8,  11.4,10.7
Brookline - The Lynch Center,00460060,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Brookline - William H Lincoln,00460035,      30,  19.0,        569,  52.4,  47.6,  16.5,  17.4,12.3
Burlington - Burlington High,00480505,      67,  15.6,        958,  51.4,  48.6,   2.0,   5.1,9.4
Burlington - Fox Hill,00480007,      24,  16.8,        402,  49.5,  50.5,   3.5,  11.7,7.7
Burlington - Francis Wyman Elementary,00480035,      35,  15.2,        532,  48.7,  51.3,   7.7,  11.5,11.8
Burlington - Marshall Simonds Middle,00480303,      42,  19.0,        799,  48.7,  51.3,   1.6,  12.6,10.4
Burlington - Memorial,00480015,      24,  16.7,        401,  51.1,  48.9,   9.0,  14.7,12.7
Burlington - Pine Glen Elementary,00480020,      22,  14.3,        315,  52.1,  47.9,  11.7,  12.7,12.4
Cambridge - Amigos School,00490006,      21,  18.9,        396,  54.3,  45.7,   7.6,  14.9,18.4
Cambridge - Cambridge Rindge and Latin,00490506,     138,  17.4,"      1,900",  48.1,  51.9,   6.6,  17.3,28.7
Cambridge - Cambridge Street Upper School,00490305,      18,  14.7,        253,  51.0,  49.0,   1.2,  33.6,42.7
Cambridge - Cambridgeport,00490007,      21,  16.3,        337,  46.9,  53.1,   4.5,  19.6,26.1
Cambridge - Fletcher/Maynard Academy,00490090,      24,  12.5,        299,  44.8,  55.2,   7.4,  26.8,40.1
Cambridge - Graham and Parks,00490080,      25,  15.6,        391,  50.4,  49.6,  35.5,  17.9,21.7
Cambridge - Haggerty,00490020,      17,  14.8,        252,  49.6,  50.4,   8.3,  19.0,24.6
Cambridge - John M Tobin,00490065,      32,   9.2,        293,  46.8,  53.2,   4.8,  19.1,26.3
Cambridge - Kennedy-Longfellow,00490040,      21,  14.9,        313,  49.8,  50.2,  32.6,  16.3,37.1
Cambridge - King Open,00490035,      30,  10.9,        326,  46.9,  53.1,   8.9,  30.1,29.8
Cambridge - Maria L. Baldwin,00490005,      24,  14.5,        348,  51.4,  48.6,   3.4,  20.4,20.4
Cambridge - Martin Luther King Jr.,00490030,      23,  16.0,        318,  50.0,  50.0,   4.7,  16.0,21.7
Cambridge - Morse,00490045,      24,  12.9,        310,  45.8,  54.2,   9.4,  30.6,35.2
Cambridge - Peabody,00490050,      17,  18.9,        322,  51.6,  48.4,   5.9,  25.5,23
Cambridge - Putnam Avenue Upper School,00490310,      15,  17.7,        265,  48.3,  51.7,   2.6,  25.7,39.6
Cambridge - Rindge Avenue Upper School,00490315,      12,  22.8,        271,  51.3,  48.7,   1.5,  26.2,22.9
Cambridge - Vassal Lane Upper School,00490320,      17,  16.4,        279,  58.8,  41.2,  13.3,  16.1,29.7
Canton - Canton High,00500505,      60,  18.6,        975,  50.5,  49.2,   0.9,   9.2,13.3
Canton - Dean S Luce,00500020,      28,  17.8,        498,  50.0,  50.0,   5.8,   9.6,14.7
Canton - John F Kennedy,00500017,      26,  20.5,        534,  47.2,  52.8,   3.6,  11.2,10.9
Canton - Lt Peter M Hansen,00500012,      26,  18.2,        474,  50.4,  49.6,   4.2,  10.1,15.6
Canton - Rodman Early Childhood Center,00500010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Canton - Wm H Galvin Middle,00500305,      52,  16.2,        738,  51.5,  48.5,   1.2,  12.2,14.1
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,      14,  17.5,        243,  55.1,  44.9,   1.6,  15.6,16.5
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,      43,  14.8,        586,  35.8,  64.2,   1.5,  28.8,32.9
Carlisle - Carlisle School,00510025,      16,  17.9,        286,  46.2,  53.8,   1.4,  12.9,3.8
Carver - Carver Elementary School,00520015,      37,  19.6,        725,  51.2,  48.8,   1.4,  19.0,23
Carver - Carver Middle/High School,00520405,      48,  17.6,        764,  49.1,  50.9,   0.3,  19.5,19.2
Central Berkshire - Becket Washington School,06350005,       7,  16.9,        106,  42.5,  57.5,   0.0,  21.7,27.4
Central Berkshire - Craneville,06350025,      20,  20.5,        410,  44.9,  55.1,   1.7,  14.6,34.4
Central Berkshire - Kittredge,06350035,       8,  16.1,        122,  50.0,  50.0,   0.0,  18.0,35.2
Central Berkshire - Nessacus Regional Middle School,06350305,      21,  17.9,        375,  47.5,  52.5,   0.0,  15.2,29.6
Central Berkshire - Wahconah Regional High,06350505,      34,  16.9,        530,  51.7,  48.3,   0.4,   9.6,23.4
Chelmsford - Byam School,00560030,      23,  22.1,        507,  47.5,  52.5,   3.9,  15.6,15.4
Chelmsford - Center Elementary School,00560005,      20,  22.8,        455,  52.5,  47.5,   7.0,  14.9,13.6
Chelmsford - Charles D Harrington,00560025,      22,  22.4,        492,  45.1,  54.9,   5.7,  13.6,16.3
Chelmsford - Chelmsford High,00560505,      95,  17.5,"      1,434",  50.8,  49.2,   1.7,  11.6,8.6
Chelmsford - Col Moses Parker School,00560305,      36,  19.9,        715,  48.0,  52.0,   2.7,  17.6,10.5
Chelmsford - Community Education Center,00560001,      12,  13.8,        166,  38.0,  62.0,   0.0,  54.2,18.7
Chelmsford - McCarthy Middle School,00560310,      43,  18.9,        812,  47.9,  52.1,   3.2,  17.6,11.8
Chelmsford - South Row,00560015,      20,  20.2,        403,  46.9,  53.1,   6.7,   9.9,9.4
Chelsea - Chelsea High,00570505,      77,  20.4,"      1,469",  46.6,  53.4,  34.5,  11.8,56.9
Chelsea - Clark Avenue School,00570050,      41,  23.7,        545,  45.9,  54.1,   2.2,  16.7,59.1
Chelsea - Edgar A Hooks Elementary,00570030,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chelsea - Eugene Wright Science and Technology Academy,00570045,      26,  24.2,        494,  48.6,  51.4,   2.8,  15.6,64
Chelsea - Frank M Sokolowski Elementary,00570040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chelsea - George F. Kelly Elementary,00570035,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chelsea - Joseph A. Browne School,00570055,      23,  26.4,        592,  49.2,  50.8,  59.3,   6.6,61.3
Chelsea - Shurtleff Early Childhood,00570003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chelsea - William A Berkowitz Elementary,00570025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,       9,  13.6,        122,  51.6,  48.4,   0.0,  25.4,27.9
Chicopee - Barry,00610003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chicopee - Belcher,00610010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chicopee - Bellamy Middle,00610305,      46,  18.9,        840,  49.5,  50.5,   5.0,  19.4,51.4
Chicopee - Bowe,00610015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chicopee - Bowie,00610020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Chicopee - Chicopee Academy,00610021,      16,   5.1,         79,  29.1,  70.9,   5.1,  31.6,77.2
Chicopee - Chicopee Comprehensive High School,00610510,      60,  21.5,"      1,135",  47.2,  52.8,   4.3,  12.8,38.4
Chicopee - Chicopee High,00610505,      53,  17.1,        837,  50.4,  49.5,   6.8,  16.6,47.3
