2018 MCAS Achievement Results,,,,,,,,,,,,,,,,
School Name,School Code,Subject,P+A #,P+A %,A #,A %,P #,P %,NI #,NI %,W/F #,W/F %,No. of Students Included,CPI,Ave. SGP,Included In Ave. SGP
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,ENGLISH LANGUAGE ARTS,70,99,37,52,33,46,1,1,0,0,71,  99.6,  52.4,68
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,MATHEMATICS,63,89,31,44,32,45,6,8,2,3,71,  95.4,  55.8,68
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,SCIENCE AND TECH/ENG,53,78,12,18,41,60,15,22,0,0,68,  93.4,N/A,N/A
Quabbin - Quabbin Regional High School,07530505,ENGLISH LANGUAGE ARTS,142,95,77,52,65,44,6,4,1,1,149,  98.7,  48.0,132
Quabbin - Quabbin Regional High School,07530505,MATHEMATICS,119,80,81,55,38,26,20,14,9,6,148,  91.0,  55.0,134
Quabbin - Quabbin Regional High School,07530505,SCIENCE AND TECH/ENG,101,71,30,21,71,50,39,27,3,2,143,  88.5,N/A,N/A
Quaboag Regional - Quaboag Regional High,07780505,ENGLISH LANGUAGE ARTS,63,95,43,65,20,30,2,3,1,2,66,  98.1,  65.8,62
Quaboag Regional - Quaboag Regional High,07780505,MATHEMATICS,52,80,32,49,20,31,11,17,2,3,65,  91.9,  50.1,61
Quaboag Regional - Quaboag Regional High,07780505,SCIENCE AND TECH/ENG,52,84,22,35,30,48,8,13,2,3,62,  93.1,N/A,N/A
Quincy - North Quincy High,02430510,ENGLISH LANGUAGE ARTS,248,94,160,60,88,33,10,4,7,3,265,  98.2,  61.4,221
Quincy - North Quincy High,02430510,MATHEMATICS,241,91,178,67,63,24,16,6,8,3,265,  97.1,  62.4,221
Quincy - North Quincy High,02430510,SCIENCE AND TECH/ENG,208,85,98,40,110,45,24,10,12,5,244,  93.0,N/A,N/A
Quincy - Quincy High,02430505,ENGLISH LANGUAGE ARTS,328,92,182,51,146,41,25,7,5,1,358,  96.8,  54.6,319
Quincy - Quincy High,02430505,MATHEMATICS,276,78,160,45,116,33,57,16,20,6,353,  90.4,  57.7,315
Quincy - Quincy High,02430505,SCIENCE AND TECH/ENG,245,76,94,29,151,47,71,22,6,2,322,  90.8,N/A,N/A
Ralph C Mahar - Ralph C Mahar Regional,07550505,ENGLISH LANGUAGE ARTS,71,92,30,39,41,53,5,6,1,1,77,  97.4,  60.4,73
Ralph C Mahar - Ralph C Mahar Regional,07550505,MATHEMATICS,57,74,30,39,27,35,12,16,8,10,77,  87.7,  40.7,73
Ralph C Mahar - Ralph C Mahar Regional,07550505,SCIENCE AND TECH/ENG,52,68,15,20,37,49,20,26,4,5,76,  86.2,N/A,N/A
Randolph - Randolph High,02440505,ENGLISH LANGUAGE ARTS,106,81,47,36,59,45,18,14,7,5,131,  92.9,  52.7,100
Randolph - Randolph High,02440505,MATHEMATICS,89,72,47,38,42,34,24,20,10,8,123,  87.8,  64.6,96
Randolph - Randolph High,02440505,SCIENCE AND TECH/ENG,68,64,33,31,35,33,35,33,4,4,107,  85.5,N/A,N/A
Reading - Reading Memorial High,02460505,ENGLISH LANGUAGE ARTS,288,96,166,55,122,41,9,3,3,1,300,  98.3,  33.3,285
Reading - Reading Memorial High,02460505,MATHEMATICS,263,88,197,66,66,22,27,9,9,3,299,  94.6,  40.2,283
Reading - Reading Memorial High,02460505,SCIENCE AND TECH/ENG,240,82,98,33,142,48,51,17,3,1,294,  93.0,N/A,N/A
Revere - Revere High,02480505,ENGLISH LANGUAGE ARTS,338,86,172,44,166,42,34,9,22,6,394,  93.1,  39.9,312
Revere - Revere High,02480505,MATHEMATICS,277,70,178,45,99,25,77,19,42,11,396,  85.5,  42.4,312
Revere - Revere High,02480505,SCIENCE AND TECH/ENG,253,73,100,29,153,44,77,22,18,5,348,  88.5,N/A,N/A
Revere - Seacoast School,02480520,ENGLISH LANGUAGE ARTS,9,69,1,8,8,62,3,23,1,8,13,  88.5, ,1
Revere - Seacoast School,02480520,MATHEMATICS,3,23,2,15,1,8,6,46,4,31,13,  55.8, ,1
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,ENGLISH LANGUAGE ARTS,76,99,58,75,18,23,1,1,0,0,77,  99.7,  65.3,63
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,MATHEMATICS,71,91,51,65,20,26,6,8,1,1,78,  96.2,  49.9,64
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,SCIENCE AND TECH/ENG,63,91,23,33,40,58,5,7,1,1,69,  96.7,N/A,N/A
Rockland - Rockland Senior High,02510505,ENGLISH LANGUAGE ARTS,145,92,80,51,65,41,10,6,2,1,157,  97.3,  56.8,145
Rockland - Rockland Senior High,02510505,MATHEMATICS,118,76,61,39,57,37,30,19,8,5,156,  88.0,  41.3,144
Rockland - Rockland Senior High,02510505,SCIENCE AND TECH/ENG,114,75,44,29,70,46,36,24,3,2,153,  89.4,N/A,N/A
Rockport - Rockport High,02520510,ENGLISH LANGUAGE ARTS,66,94,39,56,27,39,3,4,1,1,70,  97.9,  40.2,61
Rockport - Rockport High,02520510,MATHEMATICS,58,84,39,57,19,28,6,9,5,7,69,  92.0,  42.1,60
Rockport - Rockport High,02520510,SCIENCE AND TECH/ENG,57,90,25,40,32,51,4,6,2,3,63,  95.6,N/A,N/A
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,ENGLISH LANGUAGE ARTS,133,88,50,33,83,55,16,11,3,2,152,  95.2,  32.1,140
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,MATHEMATICS,109,73,49,33,60,40,31,21,10,7,150,  87.0,  17.6,137
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,SCIENCE AND TECH/ENG,109,72,33,22,76,50,35,23,7,5,151,  87.1,N/A,N/A
Sabis International Charter (District) - Sabis International Charter School,04410505,ENGLISH LANGUAGE ARTS,91,95,49,51,42,44,4,4,1,1,96,  97.7,  45.3,93
Sabis International Charter (District) - Sabis International Charter School,04410505,MATHEMATICS,91,97,56,60,35,37,3,3,0,0,94,  98.9,  64.2,91
Sabis International Charter (District) - Sabis International Charter School,04410505,SCIENCE AND TECH/ENG,82,86,28,29,54,57,12,13,1,1,95,  94.7,N/A,N/A
Salem - Salem High,02580505,ENGLISH LANGUAGE ARTS,176,84,59,28,117,56,26,12,7,3,209,  94.1,  43.3,171
Salem - Salem High,02580505,MATHEMATICS,111,54,58,28,53,26,69,33,26,13,206,  79.2,  34.0,167
Salem - Salem High,02580505,SCIENCE AND TECH/ENG,98,54,22,12,76,42,73,40,10,6,181,  80.4,N/A,N/A
Salem Academy Charter (District) - Salem Academy Charter School,04850485,ENGLISH LANGUAGE ARTS,69,96,47,65,22,31,3,4,0,0,72,  99.0,  63.2,66
Salem Academy Charter (District) - Salem Academy Charter School,04850485,MATHEMATICS,61,85,44,61,17,24,7,10,4,6,72,  92.7,  35.0,66
Salem Academy Charter (District) - Salem Academy Charter School,04850485,SCIENCE AND TECH/ENG,62,87,34,48,28,39,7,10,2,3,71,  94.7,N/A,N/A
Sandwich - Sandwich High,02610505,ENGLISH LANGUAGE ARTS,163,98,108,65,55,33,2,1,1,1,166,  99.4,  51.6,162
Sandwich - Sandwich High,02610505,MATHEMATICS,141,85,97,59,44,27,20,12,4,2,165,  94.8,  55.7,160
Sandwich - Sandwich High,02610505,SCIENCE AND TECH/ENG,134,85,47,30,87,55,21,13,2,1,157,  94.9,N/A,N/A
Saugus - Saugus High,02620505,ENGLISH LANGUAGE ARTS,137,91,41,27,96,64,10,7,3,2,150,  97.0,  36.6,141
Saugus - Saugus High,02620505,MATHEMATICS,104,70,48,32,56,38,28,19,16,11,148,  85.6,  45.9,140
Saugus - Saugus High,02620505,SCIENCE AND TECH/ENG,92,69,32,24,60,45,38,29,3,2,133,  89.1,N/A,N/A
Scituate - Scituate High School,02640505,ENGLISH LANGUAGE ARTS,217,96,163,72,54,24,5,2,4,2,226,  98.7,  61.6,207
Scituate - Scituate High School,02640505,MATHEMATICS,208,93,164,73,44,20,11,5,5,2,224,  97.4,  55.4,199
Scituate - Scituate High School,02640505,SCIENCE AND TECH/ENG,197,92,121,56,76,35,15,7,3,1,215,  96.9,N/A,N/A
Seekonk - Seekonk High,02650505,ENGLISH LANGUAGE ARTS,137,93,90,61,47,32,8,5,2,1,147,  97.3,  44.8,135
Seekonk - Seekonk High,02650505,MATHEMATICS,114,79,72,50,42,29,19,13,11,8,144,  89.9,  36.2,132
Seekonk - Seekonk High,02650505,SCIENCE AND TECH/ENG,122,87,51,36,71,50,16,11,3,2,141,  93.6,N/A,N/A
Sharon - Sharon High,02660505,ENGLISH LANGUAGE ARTS,238,98,184,76,54,22,2,1,2,1,242,  99.3,  57.7,229
Sharon - Sharon High,02660505,MATHEMATICS,226,93,190,78,36,15,16,7,1,0,243,  97.7,  55.9,230
Sharon - Sharon High,02660505,SCIENCE AND TECH/ENG,221,93,130,55,91,38,14,6,2,1,237,  97.6,N/A,N/A
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,ENGLISH LANGUAGE ARTS,310,96,199,62,111,34,12,4,0,0,322,  99.0,  71.7,307
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,MATHEMATICS,263,82,142,44,121,38,51,16,6,2,320,  93.2,  62.9,305
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,SCIENCE AND TECH/ENG,264,86,97,32,167,54,39,13,4,1,307,  94.6,N/A,N/A
Shrewsbury - Shrewsbury Sr High,02710505,ENGLISH LANGUAGE ARTS,484,97,369,74,115,23,9,2,6,1,499,  98.9,  58.0,447
Shrewsbury - Shrewsbury Sr High,02710505,MATHEMATICS,448,90,364,73,84,17,40,8,12,2,500,  95.6,  59.4,451
Shrewsbury - Shrewsbury Sr High,02710505,SCIENCE AND TECH/ENG,423,88,226,47,197,41,52,11,5,1,480,  95.8,N/A,N/A
Silver Lake - Silver Lake Regional High,07600505,ENGLISH LANGUAGE ARTS,288,94,172,56,116,38,16,5,3,1,307,  97.8,  41.4,295
Silver Lake - Silver Lake Regional High,07600505,MATHEMATICS,271,89,181,59,90,30,24,8,10,3,305,  94.9,  48.0,293
Silver Lake - Silver Lake Regional High,07600505,SCIENCE AND TECH/ENG,247,83,80,27,167,56,48,16,4,1,299,  93.0,N/A,N/A
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,ENGLISH LANGUAGE ARTS,54,92,27,46,27,46,4,7,1,2,59,  96.6,  56.0,54
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,MATHEMATICS,39,66,17,29,22,37,14,24,6,10,59,  84.3,  50.7,55
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,SCIENCE AND TECH/ENG,34,60,6,11,28,49,18,32,5,9,57,  79.4,N/A,N/A
Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,ENGLISH LANGUAGE ARTS,262,93,130,46,132,47,7,2,13,5,282,  97.5,  39.1,253
Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,MATHEMATICS,238,84,166,59,72,25,28,10,17,6,283,  94.3,  53.9,251
Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,SCIENCE AND TECH/ENG,195,74,56,21,139,53,57,22,11,4,263,  91.8,N/A,N/A
Somerville - Full Circle High School,02740510,ENGLISH LANGUAGE ARTS,3,30,0,0,3,30,5,50,2,20,10,  65.0, ,7
Somerville - Full Circle High School,02740510,MATHEMATICS,0,0,0,0,0,0,5,50,5,50,10,  40.0, ,7
Somerville - Full Circle High School,02740510,SCIENCE AND TECH/ENG,2,20,1,10,1,10,6,60,2,20,10,  60.0,N/A,N/A
Somerville - Somerville High,02740505,ENGLISH LANGUAGE ARTS,251,87,147,51,104,36,22,8,15,5,288,  93.2,  63.3,235
Somerville - Somerville High,02740505,MATHEMATICS,210,73,123,43,87,30,49,17,30,10,289,  86.9,  55.9,234
Somerville - Somerville High,02740505,SCIENCE AND TECH/ENG,187,72,82,31,105,40,64,25,10,4,261,  89.3,N/A,N/A
South Hadley - South Hadley High,02780505,ENGLISH LANGUAGE ARTS,131,96,74,54,57,42,5,4,1,1,137,  98.7,  54.6,125
South Hadley - South Hadley High,02780505,MATHEMATICS,117,85,80,58,37,27,15,11,5,4,137,  94.3,  47.4,126
South Hadley - South Hadley High,02780505,SCIENCE AND TECH/ENG,101,75,49,37,52,39,30,22,3,2,134,  90.9,N/A,N/A
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,ENGLISH LANGUAGE ARTS,156,86,62,34,94,52,23,13,3,2,182,  95.9,  56.5,161
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,MATHEMATICS,109,60,57,31,52,29,55,30,17,9,181,  82.5,  50.1,162
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,SCIENCE AND TECH/ENG,113,67,37,22,76,45,51,30,5,3,169,  87.4,N/A,N/A
South Shore Charter Public (District) - South Shore Charter Public School,04880550,ENGLISH LANGUAGE ARTS,71,92,40,52,31,40,5,6,1,1,77,  96.8,  55.2,62
South Shore Charter Public (District) - South Shore Charter Public School,04880550,MATHEMATICS,49,64,33,43,16,21,21,27,7,9,77,  83.4,  53.4,63
South Shore Charter Public (District) - South Shore Charter Public School,04880550,SCIENCE AND TECH/ENG,46,64,11,15,35,49,25,35,1,1,72,  86.1,N/A,N/A
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,ENGLISH LANGUAGE ARTS,144,94,63,41,81,53,9,6,1,1,154,  97.9,  63.5,139
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,MATHEMATICS,130,84,66,43,64,42,19,12,5,3,154,  92.7,  69.5,142
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,SCIENCE AND TECH/ENG,103,73,33,23,70,49,36,25,3,2,142,  89.8,N/A,N/A
Southbridge - Southbridge High School,02770515,ENGLISH LANGUAGE ARTS,70,67,15,14,55,52,23,22,12,11,105,  87.1,  48.1,81
Southbridge - Southbridge High School,02770515,MATHEMATICS,41,40,14,14,27,26,23,23,38,37,102,  66.9,  45.8,83
Southbridge - Southbridge High School,02770515,SCIENCE AND TECH/ENG,20,20,0,0,20,20,57,58,21,21,98,  61.7,N/A,N/A
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,ENGLISH LANGUAGE ARTS,339,95,141,39,198,55,17,5,2,1,358,  98.4,  52.3,333
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,MATHEMATICS,274,77,120,34,154,43,69,19,14,4,357,  90.0,  55.0,333
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,SCIENCE AND TECH/ENG,207,61,58,17,149,44,126,37,9,3,342,  85.1,N/A,N/A
Southern Berkshire - Mt Everett Regional,07650505,ENGLISH LANGUAGE ARTS,55,100,36,65,19,35,0,0,0,0,55, 100.0,  60.9,51
Southern Berkshire - Mt Everett Regional,07650505,MATHEMATICS,45,85,27,51,18,34,7,13,1,2,53,  93.9,  58.5,49
Southern Berkshire - Mt Everett Regional,07650505,SCIENCE AND TECH/ENG,41,82,18,36,23,46,9,18,0,0,50,  94.5,N/A,N/A
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,ENGLISH LANGUAGE ARTS,253,96,100,38,153,58,11,4,0,0,264,  98.6,  46.8,246
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,MATHEMATICS,215,81,118,45,97,37,41,15,9,3,265,  92.1,  58.7,247
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,SCIENCE AND TECH/ENG,211,82,58,22,153,59,44,17,3,1,258,  93.6,N/A,N/A
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,ENGLISH LANGUAGE ARTS,113,97,45,39,68,59,3,3,0,0,116,  99.1,  48.9,108
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,MATHEMATICS,92,79,55,47,37,32,17,15,7,6,116,  90.5,  47.1,109
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,SCIENCE AND TECH/ENG,83,78,26,25,57,54,22,21,1,1,106,  92.0,N/A,N/A
Spencer-E Brookfield - David Prouty High,07670505,ENGLISH LANGUAGE ARTS,50,83,22,37,28,47,7,12,3,5,60,  93.3,  42.7,50
Spencer-E Brookfield - David Prouty High,07670505,MATHEMATICS,44,72,27,44,17,28,9,15,8,13,61,  86.9,  50.0,49
Spencer-E Brookfield - David Prouty High,07670505,SCIENCE AND TECH/ENG,39,68,13,23,26,46,13,23,5,9,57,  86.4,N/A,N/A
Springfield - Conservatory of the Arts,02810475,ENGLISH LANGUAGE ARTS,38,79,7,15,31,65,7,15,3,6,48,  89.6,  40.3,39
Springfield - Conservatory of the Arts,02810475,MATHEMATICS,19,40,4,9,15,32,17,36,11,23,47,  70.2,  48.4,37
Springfield - Conservatory of the Arts,02810475,SCIENCE AND TECH/ENG,1,2,0,0,1,2,30,73,10,24,41,  51.2,N/A,N/A
Springfield - High School Of Commerce,02810510,ENGLISH LANGUAGE ARTS,102,58,10,6,92,53,45,26,28,16,175,  79.4,  38.1,80
Springfield - High School Of Commerce,02810510,MATHEMATICS,60,36,17,10,43,26,58,35,50,30,168,  65.3,  48.5,77
Springfield - High School Of Commerce,02810510,SCIENCE AND TECH/ENG,32,23,5,4,27,20,67,49,39,28,138,  59.6,N/A,N/A
Springfield - John J Duggan Middle,02810320,ENGLISH LANGUAGE ARTS,31,67,6,13,25,54,11,24,4,9,46,  86.4,  39.2,34
Springfield - John J Duggan Middle,02810320,MATHEMATICS,17,40,6,14,11,26,14,33,11,26,42,  67.9,  44.1,33
Springfield - John J Duggan Middle,02810320,SCIENCE AND TECH/ENG,7,19,1,3,6,16,21,57,9,24,37,  58.1,N/A,N/A
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,ENGLISH LANGUAGE ARTS,308,87,104,29,204,58,38,11,7,2,353,  95.1,  49.9,342
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,MATHEMATICS,201,57,90,26,111,32,95,27,55,16,351,  77.6,  41.1,339
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,SCIENCE AND TECH/ENG,140,40,16,5,124,36,178,51,31,9,349,  73.4,N/A,N/A
Springfield - Springfield Central High,02810500,ENGLISH LANGUAGE ARTS,389,83,127,27,262,56,55,12,24,5,468,  93.6,  46.7,394
Springfield - Springfield Central High,02810500,MATHEMATICS,249,53,135,29,114,24,124,26,95,20,468,  76.4,  44.5,390
Springfield - Springfield Central High,02810500,SCIENCE AND TECH/ENG,225,50,52,11,173,38,195,43,34,7,454,  79.3,N/A,N/A
Springfield - Springfield High School,02810570,ENGLISH LANGUAGE ARTS,5,42,1,8,4,33,3,25,4,33,12,  64.6, ,3
Springfield - Springfield High School,02810570,MATHEMATICS,2,15,1,8,1,8,7,54,4,31,13,  50.0, ,3
Springfield - Springfield High School of Science and Technology,02810530,ENGLISH LANGUAGE ARTS,193,61,19,6,174,55,71,22,54,17,318,  82.5,  37.1,230
Springfield - Springfield High School of Science and Technology,02810530,MATHEMATICS,117,37,24,8,93,30,97,31,100,32,314,  66.7,  43.7,231
Springfield - Springfield High School of Science and Technology,02810530,SCIENCE AND TECH/ENG,85,31,3,1,82,30,91,34,94,35,270,  64.1,N/A,N/A
Springfield - Springfield Public Day High School,02810550,ENGLISH LANGUAGE ARTS,5,31,0,0,5,31,9,56,2,13,16,  78.1, ,8
Springfield - Springfield Public Day High School,02810550,MATHEMATICS,2,13,0,0,2,13,3,20,10,67,15,  46.7, ,8
Springfield - Springfield Public Day High School,02810550,SCIENCE AND TECH/ENG,1,6,0,0,1,6,6,33,11,61,18,  44.4,N/A,N/A
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,ENGLISH LANGUAGE ARTS,84,90,50,54,34,37,2,2,7,8,93,  94.1,  68.7,79
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,MATHEMATICS,60,63,33,35,27,28,22,23,13,14,95,  82.4,  60.0,80
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,SCIENCE AND TECH/ENG,52,58,11,12,41,46,27,30,11,12,90,  80.6,N/A,N/A
Stoneham - Stoneham High,02840505,ENGLISH LANGUAGE ARTS,160,94,115,68,45,26,7,4,3,2,170,  97.9,  61.0,161
Stoneham - Stoneham High,02840505,MATHEMATICS,135,80,101,60,34,20,29,17,5,3,169,  91.7,  39.7,161
Stoneham - Stoneham High,02840505,SCIENCE AND TECH/ENG,131,81,68,42,63,39,23,14,7,4,161,  92.1,N/A,N/A
Stoughton - Stoughton High,02850505,ENGLISH LANGUAGE ARTS,235,93,130,51,105,41,16,6,3,1,254,  97.9,  54.2,233
Stoughton - Stoughton High,02850505,MATHEMATICS,196,78,112,44,84,33,39,15,17,7,252,  90.2,  48.0,230
Stoughton - Stoughton High,02850505,SCIENCE AND TECH/ENG,183,77,65,27,118,49,47,20,9,4,239,  90.6,N/A,N/A
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,ENGLISH LANGUAGE ARTS,213,100,157,74,56,26,0,0,0,0,213, 100.0,  59.2,166
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,MATHEMATICS,208,98,167,78,41,19,5,2,0,0,213,  98.9,  65.7,167
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,SCIENCE AND TECH/ENG,176,93,87,46,89,47,14,7,0,0,190,  97.5,N/A,N/A
Sutton - Sutton High School,02900510,ENGLISH LANGUAGE ARTS,98,97,71,70,27,27,2,2,1,1,101,  98.8,  52.3,96
Sutton - Sutton High School,02900510,MATHEMATICS,95,94,74,73,21,21,5,5,1,1,101,  97.8,  64.3,96
Sutton - Sutton High School,02900510,SCIENCE AND TECH/ENG,87,88,33,33,54,55,12,12,0,0,99,  95.7,N/A,N/A
Swampscott - Swampscott High,02910505,ENGLISH LANGUAGE ARTS,148,97,91,60,57,38,3,2,1,1,152,  99.5,  43.1,141
Swampscott - Swampscott High,02910505,MATHEMATICS,139,91,94,61,45,29,10,7,4,3,153,  96.6,  45.6,141
Swampscott - Swampscott High,02910505,SCIENCE AND TECH/ENG,130,92,72,51,58,41,11,8,0,0,141,  97.7,N/A,N/A
Swansea - Joseph Case High,02920505,ENGLISH LANGUAGE ARTS,120,92,72,55,48,37,7,5,4,3,131,  95.4,  52.1,115
Swansea - Joseph Case High,02920505,MATHEMATICS,98,75,53,41,45,35,24,18,8,6,130,  89.2,  39.9,114
Swansea - Joseph Case High,02920505,SCIENCE AND TECH/ENG,102,82,46,37,56,45,17,14,5,4,124,  92.7,N/A,N/A
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,ENGLISH LANGUAGE ARTS,176,89,61,31,115,58,21,11,0,0,197,  97.0,  26.5,69
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,MATHEMATICS,117,68,47,27,70,41,37,22,17,10,171,  84.5,  36.1,59
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,SCIENCE AND TECH/ENG,27,57,9,19,18,38,16,34,4,9,47,  81.9,N/A,N/A
Tantasqua - Tantasqua Regional Sr High,07700505,ENGLISH LANGUAGE ARTS,182,97,128,68,54,29,3,2,3,2,188,  99.1,  49.8,178
Tantasqua - Tantasqua Regional Sr High,07700505,MATHEMATICS,172,92,138,74,34,18,11,6,4,2,187,  97.1,  47.2,178
Tantasqua - Tantasqua Regional Sr High,07700505,SCIENCE AND TECH/ENG,155,88,62,35,93,53,18,10,3,2,176,  96.2,N/A,N/A
Tantasqua - Tantasqua Regional Vocational,07700605,ENGLISH LANGUAGE ARTS,100,93,25,23,75,69,7,6,1,1,108,  97.0,  42.9,107
Tantasqua - Tantasqua Regional Vocational,07700605,MATHEMATICS,82,77,47,44,35,33,19,18,5,5,106,  90.3,  41.6,105
Tantasqua - Tantasqua Regional Vocational,07700605,SCIENCE AND TECH/ENG,71,72,13,13,58,59,25,25,3,3,99,  88.4,N/A,N/A
Taunton - Taunton High,02930505,ENGLISH LANGUAGE ARTS,391,86,150,33,241,53,52,11,11,2,454,  94.5,  41.6,430
Taunton - Taunton High,02930505,MATHEMATICS,279,62,138,31,141,31,112,25,60,13,451,  81.0,  43.6,424
Taunton - Taunton High,02930505,SCIENCE AND TECH/ENG,278,65,100,23,178,42,123,29,26,6,427,  84.3,N/A,N/A
Tewksbury - Tewksbury Memorial High,02950505,ENGLISH LANGUAGE ARTS,212,95,95,42,117,52,10,4,2,1,224,  98.0,  30.3,207
Tewksbury - Tewksbury Memorial High,02950505,MATHEMATICS,179,80,125,56,54,24,36,16,10,4,225,  91.4,  37.6,208
Tewksbury - Tewksbury Memorial High,02950505,SCIENCE AND TECH/ENG,169,79,91,43,78,36,42,20,3,1,214,  91.6,N/A,N/A
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,ENGLISH LANGUAGE ARTS,255,97,116,44,139,53,9,3,0,0,264,  99.1,  52.9,251
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,MATHEMATICS,220,84,113,43,107,41,35,13,8,3,263,  93.5,  56.0,251
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,SCIENCE AND TECH/ENG,203,80,51,20,152,60,45,18,5,2,253,  92.3,N/A,N/A
Triton - Triton Regional High School,07730505,ENGLISH LANGUAGE ARTS,171,96,103,58,68,38,7,4,1,1,179,  98.2,  49.2,168
Triton - Triton Regional High School,07730505,MATHEMATICS,148,83,95,53,53,30,29,16,1,1,178,  93.5,  44.0,167
Triton - Triton Regional High School,07730505,SCIENCE AND TECH/ENG,125,74,38,23,87,52,43,26,0,0,168,  90.8,N/A,N/A
Tyngsborough - Tyngsborough High School,03010505,ENGLISH LANGUAGE ARTS,120,98,71,58,49,40,0,0,2,2,122,  99.8,  46.8,113
Tyngsborough - Tyngsborough High School,03010505,MATHEMATICS,110,90,80,66,30,25,8,7,4,3,122,  96.5,  49.3,113
Tyngsborough - Tyngsborough High School,03010505,SCIENCE AND TECH/ENG,108,92,48,41,60,51,8,7,1,1,117,  97.4,N/A,N/A
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,ENGLISH LANGUAGE ARTS,170,97,68,39,102,58,6,3,0,0,176,  99.1,  50.9,164
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,MATHEMATICS,142,81,74,42,68,39,28,16,5,3,175,  93.0,  57.6,165
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,SCIENCE AND TECH/ENG,125,72,36,21,89,51,47,27,1,1,173,  89.6,N/A,N/A
Uxbridge - Uxbridge High,03040505,ENGLISH LANGUAGE ARTS,94,93,44,44,50,50,7,7,0,0,101,  97.5,  45.0,87
Uxbridge - Uxbridge High,03040505,MATHEMATICS,86,85,55,54,31,31,11,11,4,4,101,  92.6,  63.8,89
Uxbridge - Uxbridge High,03040505,SCIENCE AND TECH/ENG,85,87,31,32,54,55,13,13,0,0,98,  94.9,N/A,N/A
Wachusett - Wachusett Regional High,07750505,ENGLISH LANGUAGE ARTS,492,98,378,75,114,23,2,0,9,2,503,  99.2,  51.6,482
Wachusett - Wachusett Regional High,07750505,MATHEMATICS,471,94,370,74,101,20,22,4,10,2,503,  97.5,  59.4,483
