2017-18 Enrollment By Race/Gender Report (School) ,,,,,,,,,,
School Name,School Code,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Somerville - E Somerville Community,02740111,   4.3,   3.6,  71.8,  17.8,   0.0,   0.1,   2.4,  50.7,  49.3
Somerville - Full Circle High School,02740510,  21.2,   1.9,  44.2,  32.7,   0.0,   0.0,   0.0,  61.5,  38.5
Somerville - John F Kennedy,02740083,   9.6,   5.0,  16.0,  62.1,   0.0,   0.0,   7.2,  55.0,  45.0
Somerville - Next Wave Junior High,02740410,   0.0,   0.0,  60.0,  40.0,   0.0,   0.0,   0.0,  86.7,  13.3
Somerville - Somerville High,02740505,  13.6,   8.2,  45.2,  31.5,   0.0,   0.0,   1.5,  54.7,  45.3
Somerville - West Somerville Neighborhood,02740115,  14.6,   4.6,  19.1,  55.5,   0.0,   0.0,   6.2,  52.0,  47.4
Somerville - Winter Hill Community,02740120,  14.4,   8.3,  50.3,  24.2,   0.0,   0.0,   2.8,  57.3,  42.5
South Hadley - Michael E. Smith Middle School,02780305,   1.4,   2.1,  14.3,  79.5,   0.0,   0.0,   2.6,  47.4,  52.6
South Hadley - Mosier,02780020,   1.2,   1.9,  15.7,  79.5,   0.2,   0.0,   1.4,  53.1,  46.9
South Hadley - Plains Elementary,02780015,   1.2,   2.9,  15.6,  77.1,   0.0,   0.0,   3.2,  46.5,  53.5
South Hadley - South Hadley High,02780505,   2.7,   2.7,   7.6,  85.8,   0.0,   0.4,   0.9,  49.9,  50.1
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,   6.0,   0.1,  43.4,  46.2,   1.1,   0.0,   3.1,  59.6,  40.4
South Shore Charter Public (District) - South Shore Charter Public School,04880550,  26.4,   4.6,   2.7,  59.3,   0.4,   0.1,   6.4,  49.2,  50.8
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,   1.8,   1.1,   4.6,  89.7,   0.0,   0.0,   2.8,  66.5,  33.5
Southampton - William E Norris,02750005,   0.2,   1.0,   5.3,  90.8,   0.2,   0.2,   2.3,  52.1,  47.9
Southborough - Albert S. Woodward Memorial School,02760050,   1.5,  19.2,   5.3,  67.7,   0.0,   0.4,   6.0,  53.8,  46.2
Southborough - Margaret A Neary,02760020,   1.2,  15.5,   7.4,  70.5,   0.0,   0.0,   5.4,  47.3,  52.7
Southborough - Mary E Finn School,02760008,   0.3,  19.9,   3.6,  69.3,   0.6,   0.0,   6.3,  50.3,  49.7
Southborough - P Brent Trottier,02760305,   0.4,  17.0,   5.4,  73.0,   0.0,   0.2,   3.9,  50.9,  49.1
Southbridge - Charlton Street,02770005,   4.2,   1.6,  48.7,  41.0,   0.3,   0.0,   4.2,  52.6,  47.4
Southbridge - Eastford Road,02770010,   2.5,   1.0,  56.2,  39.2,   0.3,   0.0,   0.8,  43.0,  57.0
Southbridge - Southbridge High School,02770515,   1.6,   1.4,  53.6,  41.8,   0.4,   0.2,   1.0,  53.0,  47.0
Southbridge - Southbridge Middle School,02770315,   1.0,   1.4,  58.2,  37.5,   0.4,   0.0,   1.4,  53.8,  46.2
Southbridge - West Street,02770020,   0.3,   2.8,  54.9,  39.7,   0.0,   0.0,   2.2,  49.5,  50.5
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,  34.1,   1.5,  11.8,  47.4,   0.0,   0.0,   5.1,  51.3,  48.6
Southern Berkshire - Mt Everett Regional,07650505,   2.0,   0.0,   5.9,  86.2,   0.7,   0.0,   5.3,  48.7,  51.3
Southern Berkshire - New Marlborough Central,07650018,   0.0,   0.0,   2.3,  92.0,   2.3,   0.0,   3.4,  52.9,  47.1
Southern Berkshire - Undermountain,07650035,   0.7,   0.0,   7.6,  86.9,   0.3,   0.0,   4.5,  54.5,  45.5
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,   0.7,   0.6,   9.2,  88.2,   0.1,   0.0,   1.2,  58.9,  41.1
Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,   1.8,   0.5,   5.2,  88.9,   0.2,   0.0,   3.4,  50.2,  49.8
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,   1.8,   1.0,   3.6,  92.5,   0.0,   0.0,   1.1,  50.1,  49.9
Southwick-Tolland-Granville Regional School District - Woodland School,07660010,   2.0,   0.8,   5.9,  88.8,   0.3,   0.0,   2.2,  55.2,  44.8
Spencer-E Brookfield - David Prouty High,07670505,   1.7,   1.7,   9.2,  82.6,   0.7,   0.0,   4.1,  50.9,  49.1
Spencer-E Brookfield - East Brookfield Elementary,07670008,   2.2,   0.0,   6.5,  87.4,   0.4,   0.0,   3.5,  55.0,  45.0
Spencer-E Brookfield - Knox Trail Middle School,07670415,   1.2,   1.4,  10.6,  82.7,   0.0,   0.0,   4.1,  55.9,  44.1
Spencer-E Brookfield - Wire Village School,07670040,   1.6,   0.7,   9.9,  85.9,   0.0,   0.0,   1.9,  49.6,  50.1
Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,  24.9,   0.0,  50.9,  20.7,   0.0,   0.0,   3.5,  46.8,  53.2
Springfield - Alice B Beal Elementary,02810175,  16.5,   8.4,  51.7,  19.9,   0.0,   0.0,   3.4,  47.5,  52.5
Springfield - Arthur T Talmadge,02810165,  26.0,   1.6,  53.5,  15.0,   0.0,   0.0,   3.9,  53.5,  46.5
Springfield - Balliet Middle School,02810360,  19.6,   0.0,  76.5,   2.0,   0.0,   0.0,   2.0,  60.8,  39.2
Springfield - Brightwood,02810025,  16.7,   0.0,  80.8,   2.2,   0.0,   0.0,   0.3,  50.8,  49.2
Springfield - Chestnut Academy,02810365,  10.7,   0.2,  84.2,   3.3,   0.2,   0.0,   1.2,  49.9,  50.1
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,  23.1,   2.2,  59.2,  13.6,   0.0,   0.3,   1.6,  46.2,  53.8
Springfield - Conservatory of the Arts,02810475,  23.4,   0.0,  63.0,  12.0,   0.3,   0.0,   1.4,  30.2,  69.8
Springfield - Daniel B Brunton,02810035,  19.5,   0.9,  62.4,  14.6,   0.0,   0.2,   2.4,  48.1,  51.9
Springfield - Early Childhood Education Center,02810001,  20.0,   0.0,  68.8,   8.8,   0.6,   0.0,   1.8,  64.7,  35.3
Springfield - Edward P. Boland School,02810010,  10.2,   1.8,  76.3,   9.8,   0.1,   0.0,   1.8,  56.9,  43.1
Springfield - Elias Brookings,02810030,  23.0,   0.3,  67.1,   7.0,   0.9,   0.0,   1.7,  52.2,  47.8
Springfield - Forest Park Middle,02810325,  18.1,   9.1,  67.6,   4.1,   0.1,   0.1,   0.8,  50.8,  49.2
Springfield - Frank H Freedman,02810075,  25.0,   0.9,  58.5,  11.9,   0.3,   0.0,   3.4,  56.8,  43.2
Springfield - Frederick Harris,02810080,  19.7,   4.4,  53.0,  18.5,   0.2,   0.0,   4.3,  50.9,  49.1
Springfield - Gateway to College at Holyoke Community College,02810575,  30.8,   0.0,  46.2,  23.1,   0.0,   0.0,   0.0,  38.5,  61.5
Springfield - Gateway to College at Springfield Technical Community College,02810580,  31.1,   0.0,  57.8,  11.1,   0.0,   0.0,   0.0,  28.9,  71.1
Springfield - German Gerena Community School,02810195,  14.3,   0.7,  79.4,   4.3,   0.0,   0.0,   1.3,  47.9,  52.1
Springfield - Glenwood,02810065,  10.7,   2.3,  71.1,  13.4,   0.0,   0.0,   2.3,  54.0,  46.0
Springfield - Glickman Elementary,02810068,  21.0,   2.7,  56.2,  16.5,   0.3,   0.0,   3.3,  50.8,  49.2
Springfield - High School Of Commerce,02810510,  19.0,   1.7,  68.8,   9.2,   0.0,   0.1,   1.3,  52.6,  47.4
Springfield - Hiram L Dorman,02810050,  25.7,   1.0,  61.9,  10.4,   0.0,   0.0,   1.0,  50.2,  49.8
Springfield - Homer Street,02810085,  26.8,   1.4,  62.6,   7.7,   0.0,   0.0,   1.6,  52.9,  47.1
Springfield - Impact Prep at Chestnut,02810366,  15.3,   0.0,  80.8,   3.5,   0.0,   0.0,   0.4,  48.0,  52.0
Springfield - Indian Orchard Elementary,02810100,  17.4,   1.7,  64.6,  13.6,   0.2,   0.0,   2.5,  53.0,  47.0
Springfield - John F Kennedy Middle,02810328,  21.1,   1.1,  65.6,  10.2,   0.2,   0.0,   1.8,  56.4,  43.6
Springfield - John J Duggan Middle,02810320,  28.3,   2.0,  55.0,  13.2,   0.3,   0.0,   1.3,  56.3,  43.7
Springfield - Kensington International School,02810110,  19.4,   3.2,  70.6,   4.5,   0.0,   0.0,   2.3,  48.4,  51.6
Springfield - Liberty,02810115,   9.5,   1.1,  75.6,  13.1,   0.0,   0.0,   0.7,  49.8,  50.2
Springfield - Liberty Preparatory Academy,02810560,   8.3,   8.3,   8.3,  58.3,   0.0,   0.0,  16.7,  83.3,  16.7
Springfield - Lincoln,02810120,   9.4,   0.5,  85.6,   3.2,   0.2,   0.0,   1.0,  56.2,  43.8
Springfield - M Marcus Kiley Middle,02810330,  22.2,   2.4,  63.4,  11.1,   0.2,   0.2,   0.6,  55.7,  44.3
Springfield - Margaret C Ells,02810060,  23.3,   1.7,  62.5,  10.0,   0.4,   0.0,   2.1,  62.1,  37.9
Springfield - Mary A. Dryden Veterans Memorial School,02810125,  13.5,   7.0,  52.8,  23.2,   0.0,   0.3,   3.2,  49.6,  50.4
Springfield - Mary M Lynch,02810140,  20.3,   1.5,  65.4,  10.9,   0.0,   0.0,   1.9,  46.2,  53.8
Springfield - Mary M Walsh,02810155,  15.9,   0.3,  69.8,  11.9,   0.3,   0.0,   1.7,  54.2,  45.8
Springfield - Mary O Pottenger,02810145,  12.9,   2.4,  70.4,  12.5,   0.2,   0.0,   1.6,  52.5,  47.5
Springfield - Milton Bradley School,02810023,  18.2,   0.6,  77.8,   2.4,   0.0,   0.0,   1.1,  50.8,  49.2
Springfield - Rebecca M Johnson,02810055,  26.4,   0.3,  66.1,   4.9,   0.0,   0.0,   2.3,  51.5,  48.5
Springfield - Rise Academy at Van Sickle,02810480,  16.3,   0.9,  69.8,  11.2,   0.0,   0.0,   1.9,  55.3,  44.7
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,  19.7,   1.4,  66.9,  11.3,   0.1,   0.0,   0.7,  45.9,  54.1
Springfield - Samuel Bowles,02810020,  16.3,   0.3,  69.2,  12.1,   0.0,   0.0,   2.1,  49.4,  50.6
Springfield - South End Middle School,02810355,  13.3,   0.0,  82.5,   2.1,   0.0,   0.0,   2.1,  51.7,  48.3
Springfield - Springfield Central High,02810500,  23.8,   6.2,  53.5,  15.1,   0.0,   0.1,   1.2,  53.3,  46.7
Springfield - Springfield High School,02810570,  25.6,   0.0,  59.2,  13.7,   0.0,   0.0,   1.4,  55.5,  44.5
Springfield - Springfield High School of Science and Technology,02810530,  17.3,   1.8,  69.3,  10.5,   0.1,   0.1,   0.9,  57.7,  42.3
Springfield - Springfield Public Day Elementary School,02810005,  20.5,   0.0,  63.0,  16.4,   0.0,   0.0,   0.0,  84.9,  15.1
Springfield - Springfield Public Day High School,02810550,  22.4,   0.0,  60.2,  15.3,   0.0,   0.0,   2.0,  71.4,  28.6
Springfield - Springfield Public Day Middle School,02810345,  20.0,   0.0,  74.0,   6.0,   0.0,   0.0,   0.0,  88.0,  12.0
Springfield - Springfield Vocational Academy,02810675,  16.3,   2.2,  68.5,  13.0,   0.0,   0.0,   0.0,  60.9,  39.1
Springfield - STEM Middle Academy,02810350,  19.8,   3.1,  63.5,  13.0,   0.0,   0.0,   0.7,  61.8,  38.2
Springfield - Sumner Avenue,02810160,  19.5,   5.9,  60.6,  10.4,   0.2,   0.0,   3.4,  54.8,  45.2
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,  24.6,   1.7,  49.3,  22.6,   0.0,   0.1,   1.6,  52.2,  47.8
Springfield - Thomas M Balliet,02810015,  24.5,   1.3,  59.7,  11.3,   0.0,   0.0,   3.1,  50.6,  49.4
Springfield - Van Sickle Academy,02810485,  11.7,   1.7,  74.2,  11.2,   0.0,   0.0,   1.2,  55.3,  44.7
Springfield - Warner,02810180,  22.1,   2.1,  56.6,  15.2,   0.3,   0.3,   3.4,  51.4,  48.6
Springfield - Washington,02810185,  17.3,   7.2,  60.4,  11.5,   0.0,   0.2,   3.4,  55.2,  44.8
Springfield - White Street,02810190,  20.4,   3.7,  65.4,   8.3,   0.0,   0.0,   2.2,  49.1,  50.9
Springfield - William N. DeBerry,02810045,  20.3,   0.0,  73.9,   5.4,   0.0,   0.0,   0.4,  53.6,  46.4
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,  23.7,   2.3,  65.6,   6.5,   0.0,   0.0,   1.9,  49.3,  50.7
Stoneham - Colonial Park,02840005,   3.2,   4.0,   7.2,  82.0,   0.0,   0.0,   3.6,  56.8,  43.2
Stoneham - Robin Hood,02840025,   1.6,   6.8,   8.9,  79.1,   0.3,   0.0,   3.4,  50.8,  49.2
Stoneham - South,02840030,   2.8,   4.1,   8.1,  79.1,   0.6,   0.0,   5.3,  49.7,  50.3
Stoneham - Stoneham Central Middle School,02840405,   1.6,   4.7,   7.9,  82.4,   0.1,   0.1,   3.2,  48.9,  51.1
Stoneham - Stoneham High,02840505,   2.5,   4.4,   6.5,  83.4,   0.1,   0.0,   3.0,  46.3,  53.7
Stoughton - Edwin A Jones Early Childhood Center,02850012,  17.5,   3.9,  10.7,  59.2,   0.0,   0.0,   8.7,  54.4,  45.6
Stoughton - Helen Hansen Elementary,02850010,  17.3,   3.5,  12.6,  58.0,   0.0,   0.9,   7.8,  48.1,  51.9
Stoughton - Joseph H Gibbons,02850025,  12.6,   3.6,   9.5,  66.9,   0.0,   0.0,   7.3,  48.7,  51.3
Stoughton - Joseph R Dawe Jr Elementary,02850014,  26.3,   8.1,  12.9,  47.3,   0.0,   0.3,   5.0,  52.7,  47.3
Stoughton - O'Donnell Middle School,02850405,  21.8,   7.5,  10.1,  54.8,   0.2,   0.4,   5.2,  54.8,  45.2
Stoughton - South Elementary,02850015,  19.8,   9.7,   9.3,  54.0,   0.4,   2.0,   4.8,  50.0,  50.0
Stoughton - Stoughton High,02850505,  24.0,   6.4,   7.0,  60.5,   0.1,   0.1,   1.9,  51.6,  48.4
Stoughton - West Elementary,02850020,  22.5,   4.3,  23.1,  43.7,   0.5,   0.0,   5.9,  48.8,  51.2
Sturbridge - Burgess Elementary,02870005,   0.9,   1.3,   4.8,  89.0,   0.4,   0.1,   3.4,  55.6,  44.4
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,   2.3,   3.6,   4.7,  84.9,   0.5,   0.0,   4.0,  42.4,  57.6
Sudbury - Ephraim Curtis Middle,02880305,   2.7,   7.4,   3.2,  80.7,   0.0,   0.0,   6.1,  51.0,  49.0
Sudbury - General John Nixon Elementary,02880025,   5.3,   9.7,   2.6,  75.6,   0.0,   0.3,   6.5,  51.8,  48.2
Sudbury - Israel Loring School,02880015,   4.1,  10.9,   6.0,  72.2,   0.2,   0.9,   5.8,  53.6,  46.4
Sudbury - Josiah Haynes,02880010,   2.4,   8.4,   1.3,  81.6,   0.0,   0.0,   6.3,  53.9,  46.1
Sudbury - Peter Noyes,02880030,   2.5,  10.8,   3.9,  74.1,   0.0,   0.0,   8.8,  51.9,  48.1
Sunderland - Sunderland Elementary,02890005,   5.0,   9.2,   9.2,  66.4,   0.0,   0.0,  10.1,  57.6,  42.4
Sutton - Sutton Early Learning,02900003,   0.6,   0.6,   2.4,  93.6,   0.3,   0.0,   2.4,  49.4,  50.6
Sutton - Sutton Elementary,02900005,   0.6,   1.8,   1.8,  89.4,   0.0,   0.0,   6.4,  50.2,  49.8
Sutton - Sutton High School,02900510,   0.8,   0.8,   2.3,  91.5,   0.3,   0.0,   4.5,  48.4,  51.6
Sutton - Sutton Middle School,02900305,   0.8,   1.9,   1.6,  92.6,   0.0,   0.0,   3.0,  51.0,  49.0
Swampscott - Clarke,02910005,   1.0,   4.6,  10.7,  82.7,   0.5,   0.0,   0.5,  52.8,  47.2
Swampscott - Hadley,02910010,   3.5,   4.2,  10.8,  76.9,   0.0,   0.0,   4.5,  51.4,  48.6
Swampscott - Stanley,02910020,   0.7,   2.0,   6.4,  88.5,   0.0,   0.0,   2.4,  52.7,  47.3
Swampscott - Swampscott High,02910505,   4.9,   2.2,  10.8,  80.0,   0.0,   0.3,   1.8,  48.9,  51.1
Swampscott - Swampscott Middle,02910305,   3.5,   3.2,  10.5,  80.1,   0.5,   0.0,   2.3,  51.4,  48.6
Swansea - Elizabeth S Brown,02920006,   0.4,   1.1,   0.0,  97.8,   0.4,   0.0,   0.4,  48.9,  51.1
Swansea - Gardner,02920015,   0.4,   0.4,   1.1,  96.9,   0.0,   0.0,   1.1,  52.5,  47.5
Swansea - Joseph Case High,02920505,   1.5,   1.7,   1.9,  93.3,   0.2,   0.0,   1.5,  52.5,  47.5
Swansea - Joseph Case Jr High,02920305,   0.6,   0.4,   2.3,  96.2,   0.0,   0.0,   0.6,  53.7,  46.3
Swansea - Joseph G Luther,02920020,   0.9,   0.9,   3.5,  89.9,   0.9,   0.0,   3.9,  48.7,  51.3
Swansea - Mark G Hoyle Elementary,02920017,   1.2,   1.6,   2.0,  92.5,   0.0,   0.0,   2.7,  51.8,  48.2
Tantasqua - Tantasqua Regional Jr High,07700405,   0.8,   1.4,   4.6,  89.0,   0.2,   0.0,   4.1,  49.7,  50.3
Tantasqua - Tantasqua Regional Sr High,07700505,   1.0,   1.0,   4.9,  91.2,   0.3,   0.0,   1.6,  46.0,  54.0
Tantasqua - Tantasqua Regional Vocational,07700605,   0.2,   0.2,   6.0,  91.5,   0.2,   0.0,   1.9,  58.5,  41.5
Taunton - Benjamin Friedman Middle,02930315,   9.7,   0.8,  10.0,  74.0,   0.3,   0.3,   5.0,  51.4,  48.6
Taunton - East Taunton Elementary,02930010,  12.0,   0.3,   8.4,  73.8,   0.3,   0.0,   5.2,  49.8,  50.2
Taunton - Edmund Hatch Bennett,02930007,   7.8,   0.9,   8.4,  79.8,   0.3,   0.0,   2.7,  52.1,  47.9
Taunton - Edward F. Leddy Preschool,02930005,  11.8,   3.0,  13.6,  66.6,   0.0,   0.0,   5.0,  57.1,  42.9
Taunton - Elizabeth Pole,02930027,  20.3,   1.6,  15.0,  54.3,   0.0,   0.0,   8.8,  52.7,  47.3
Taunton - H H Galligan,02930057,  24.6,   0.4,  20.4,  45.8,   0.4,   1.3,   7.1,  50.4,  49.6
Taunton - Hopewell,02930035,  18.2,   0.7,  11.3,  60.6,   0.0,   0.0,   9.1,  46.7,  53.3
Taunton - John F Parker Middle,02930305,  24.7,   1.0,  15.1,  52.1,   0.4,   0.0,   6.6,  49.7,  50.3
Taunton - Joseph C Chamberlain,02930008,   9.1,   1.5,   4.8,  80.3,   0.2,   0.2,   3.9,  50.5,  49.5
Taunton - Joseph H Martin,02930042,  14.6,   1.3,  10.9,  68.6,   0.4,   0.1,   3.8,  53.4,  46.6
Taunton - Mulcahey Elementary School,02930015,  18.7,   0.6,  14.2,  60.2,   0.2,   0.0,   6.2,  49.9,  50.1
Taunton - Taunton Alternative High School,02930525,  10.5,   0.0,   9.5,  70.5,   0.0,   0.0,   9.5,  61.1,  38.9
Taunton - Taunton High,02930505,  15.7,   2.0,  12.6,  65.5,   0.0,   0.2,   3.9,  49.7,  50.3
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,   5.6,   2.9,  13.9,  70.0,   0.5,   0.3,   6.8,  41.5,  58.4
Tewksbury - Heath-Brook,02950010,   0.9,   2.6,   2.3,  92.6,   0.0,   0.0,   1.7,  49.6,  50.4
Tewksbury - John F. Ryan,02950023,   3.5,   4.5,   2.9,  87.9,   0.0,   0.2,   1.0,  52.3,  47.7
Tewksbury - John W. Wynn Middle,02950305,   2.2,   2.9,   2.4,  91.6,   0.2,   0.0,   0.7,  47.2,  52.8
Tewksbury - L F Dewing,02950001,   4.0,   4.1,   5.8,  85.3,   0.0,   0.2,   0.7,  51.8,  48.2
Tewksbury - Louise Davy Trahan,02950025,   0.9,   1.3,   2.6,  93.6,   0.0,   0.0,   1.7,  45.3,  54.7
Tewksbury - North Street,02950020,   5.4,   3.2,   5.8,  84.8,   0.0,   0.0,   0.7,  54.2,  45.8
Tewksbury - Tewksbury Memorial High,02950505,   2.5,   3.3,   3.6,  89.4,   0.0,   0.2,   1.0,  51.9,  48.1
Tisbury - Tisbury Elementary,02960005,   3.3,   0.7,  25.5,  59.8,   2.3,   0.0,   8.5,  52.9,  47.1
Topsfield - Proctor Elementary,02980005,   1.2,   2.0,   1.6,  92.1,   0.0,   0.0,   3.1,  47.2,  52.8
Topsfield - Steward Elementary,02980010,   0.3,   1.3,   1.6,  94.0,   1.0,   0.0,   1.8,  50.7,  49.3
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,   0.5,   0.7,   5.3,  88.9,   0.2,   0.1,   4.3,  56.9,  42.9
Triton - Newbury Elementary,07730020,   0.9,   1.3,   2.0,  94.2,   0.0,   0.7,   0.9,  53.7,  46.3
Triton - Pine Grove,07730025,   0.0,   0.9,   1.3,  94.9,   0.0,   0.0,   2.9,  51.9,  48.1
Triton - Salisbury Elementary,07730015,   2.3,   3.2,   4.5,  86.7,   0.2,   0.4,   2.7,  51.5,  48.5
Triton - Triton Regional High School,07730505,   1.0,   1.7,   3.1,  93.2,   0.3,   0.0,   0.8,  49.8,  50.2
Triton - Triton Regional Middle School,07730405,   1.4,   1.2,   3.1,  92.1,   0.2,   0.2,   1.7,  50.5,  49.5
Truro - Truro Central,03000005,   3.9,   0.0,  12.6,  68.9,   0.0,   0.0,  14.6,  43.7,  56.3
Tyngsborough - Tyngsborough Elementary,03010020,   4.5,   6.4,   5.1,  80.7,   0.0,   0.0,   3.3,  54.9,  45.1
Tyngsborough - Tyngsborough High School,03010505,   1.5,   5.3,   3.4,  86.3,   0.4,   0.0,   3.2,  49.4,  50.6
Tyngsborough - Tyngsborough Middle,03010305,   2.9,   6.6,   4.4,  83.1,   0.2,   0.0,   2.7,  50.4,  49.6
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,  45.4,   6.6,  41.2,   3.8,   0.2,   0.6,   2.2,  52.0,  48.0
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,  54.0,   2.0,  40.3,   1.2,   0.4,   0.0,   2.0,  51.6,  48.4
Up-Island Regional - Chilmark Elementary,07740010,   0.0,   0.0,   3.8,  80.8,   3.8,   0.0,  11.5,  53.8,  46.2
Up-Island Regional - West Tisbury Elementary,07740020,   1.1,   0.9,   7.1,  81.0,   3.4,   0.0,   6.5,  54.5,  45.5
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,   4.5,   2.1,   2.1,  85.6,   0.6,   0.0,   5.2,  62.1,  37.9
Uxbridge - Gateway to College,03040515,   0.0,   0.0,  26.1,  67.4,   0.0,   2.2,   4.3,  32.6,  67.4
Uxbridge - McCloskey Middle School,03040015,   1.0,   2.5,   4.7,  89.1,   0.2,   0.0,   2.5,  54.8,  45.2
Uxbridge - Taft Early Learning Center,03040005,   1.8,   0.9,   4.4,  90.7,   0.0,   0.0,   2.2,  52.5,  47.5
Uxbridge - Uxbridge High,03040505,   2.1,   1.2,   2.7,  91.5,   0.4,   0.2,   1.9,  54.1,  45.9
Uxbridge - Whitin Elementary School,03040020,   0.8,   0.8,   3.1,  93.0,   0.8,   0.0,   1.6,  52.7,  47.0
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,04980405,  16.8,   0.6,  76.7,   4.3,   0.0,   0.0,   1.6,  46.6,  53.4
Wachusett - Central Tree Middle,07750310,   1.1,   2.2,   3.2,  88.2,   0.0,   0.8,   4.6,  50.8,  49.2
Wachusett - Chocksett Middle School,07750315,   1.4,   2.5,   6.0,  88.2,   0.0,   0.0,   1.9,  50.0,  50.0
Wachusett - Davis Hill Elementary,07750018,   2.9,   1.1,   7.1,  84.5,   0.4,   0.0,   4.0,  52.5,  47.5
Wachusett - Dawson,07750020,   2.4,   3.9,   5.0,  85.7,   0.0,   0.0,   3.0,  50.7,  49.3
Wachusett - Early Childhood Center,07750001,   1.9,   4.9,   7.4,  82.7,   0.0,   0.6,   2.5,  58.0,  42.0
Wachusett - Glenwood Elementary School,07750060,   2.0,   2.9,   5.0,  86.0,   0.6,   0.0,   3.5,  49.6,  50.4
Wachusett - Houghton Elementary,07750027,   1.9,   1.9,   5.9,  87.7,   0.0,   0.0,   2.7,  53.6,  46.4
Wachusett - Leroy E.Mayo,07750032,   2.7,   4.8,   5.2,  85.5,   0.0,   0.0,   1.7,  52.6,  47.4
Wachusett - Mountview Middle,07750305,   2.0,   3.7,   5.1,  86.8,   0.2,   0.0,   2.1,  50.9,  49.1
Wachusett - Naquag Elementary School,07750005,   1.2,   1.2,   6.4,  89.2,   0.3,   0.0,   1.8,  46.8,  53.2
Wachusett - Paxton Center,07750040,   2.1,   2.6,   7.3,  86.5,   0.0,   0.0,   1.5,  53.2,  46.8
Wachusett - Thomas Prince,07750045,   0.7,   1.2,   4.0,  92.0,   0.0,   0.0,   2.0,  48.4,  51.6
Wachusett - Wachusett Regional High,07750505,   2.2,   3.6,   4.2,  88.2,   0.0,   0.1,   1.7,  46.9,  53.1
Wakefield - Dolbeare,03050005,   0.9,   2.2,   5.6,  89.1,   0.2,   0.0,   2.0,  51.6,  48.4
Wakefield - Early Childhood Center at the Doyle School,03050001,   0.0,   6.3,   9.5,  79.4,   0.0,   0.8,   4.0,  53.2,  46.8
Wakefield - Galvin Middle School,03050310,   2.8,   3.1,   6.9,  84.4,   0.1,   0.1,   2.7,  51.3,  48.7
Wakefield - Greenwood,03050020,   1.4,   5.0,   5.4,  81.4,   0.0,   0.0,   6.8,  51.1,  48.9
Wakefield - Wakefield Memorial High,03050505,   3.3,   3.2,   3.5,  87.7,   0.2,   0.2,   1.8,  47.8,  52.2
Wakefield - Walton,03050040,   2.0,   2.4,   4.4,  88.8,   0.0,   0.5,   2.0,  54.1,  45.9
Wakefield - Woodville School,03050015,   3.5,   4.8,   8.8,  76.4,   0.5,   0.5,   5.5,  52.0,  47.8
Wales - Wales Elementary,03060005,   1.2,   0.6,   3.1,  91.3,   0.6,   0.0,   3.1,  57.1,  42.9
Walpole - Bird Middle,03070305,   2.9,   3.5,   6.7,  84.1,   1.0,   0.0,   1.8,  49.9,  50.1
Walpole - Boyden,03070010,   6.5,   5.1,   5.9,  80.1,   0.6,   0.0,   2.0,  46.1,  53.9
Walpole - Daniel Feeney Preschool Center,03070002,   2.7,  13.7,   5.5,  71.2,   0.0,   0.0,   6.8,  57.5,  42.5
Walpole - Eleanor N Johnson Middle,03070310,   1.8,   9.6,   3.1,  81.9,   0.0,   0.0,   3.6,  50.9,  49.1
Walpole - Elm Street School,03070005,   2.8,   7.7,   4.9,  81.4,   0.0,   0.0,   3.2,  51.3,  48.7
Walpole - Fisher,03070015,   2.4,  13.0,   4.8,  76.0,   0.0,   0.0,   3.7,  53.7,  46.3
Walpole - Old Post Road,03070018,   2.6,   2.1,   6.0,  85.9,   0.5,   0.0,   2.9,  49.4,  50.6
Walpole - Walpole High,03070505,   4.3,   4.1,   5.1,  85.2,   0.1,   0.0,   1.1,  48.9,  51.1
Waltham - Douglas MacArthur Elementary School,03080032,   9.5,   6.4,  15.0,  64.3,   0.2,   0.0,   4.5,  55.7,  44.3
Waltham - Henry Whittemore Elementary School,03080065,   4.2,   3.5,  75.5,  15.2,   0.0,   0.0,   1.6,  53.1,  46.9
Waltham - James Fitzgerald Elementary School,03080060,   6.6,   5.0,  30.1,  54.3,   0.0,   0.0,   3.9,  50.2,  49.8
